dayTable1.day,dayTable1.lesson1.time.start,dayTable1.lesson1.time.end,dayTable1.lesson1.fiber,dayTable1.lesson1.room,dayTable1.lesson1.address,dayTable1.lesson1.lesson,dayTable1.lesson1.lecturer,dayTable1.lesson1.lesson-format,dayTable1.lesson2.time.start,dayTable1.lesson2.time.end,dayTable1.lesson2.fiber,dayTable1.lesson2.room,dayTable1.lesson2.address,dayTable1.lesson2.lesson,dayTable1.lesson2.lecturer,dayTable1.lesson2.lesson-format,dayTable1.lesson3.time.start,dayTable1.lesson3.time.end,dayTable1.lesson3.fiber,dayTable1.lesson3.room,dayTable1.lesson3.address,dayTable1.lesson3.lesson,dayTable1.lesson3.lecturer,dayTable1.lesson3.lesson-format,dayTable1.lesson4.time.start,dayTable1.lesson4.time.end,dayTable1.lesson4.fiber,dayTable1.lesson4.room,dayTable1.lesson4.address,dayTable1.lesson4.lesson,dayTable1.lesson4.lecturer,dayTable1.lesson4.lesson-format
Вторник,8:20,9:50,Прогр 2.6,ауд. 1320,"Кронверкский пр., д.49, лит.А",Программирование,Харитонова Анастасия Евгеньевна,Очный,10:00,11:30,Прогр 2.6,ауд. 1320,"Кронверкский пр., д.49, лит.А",Программирование,Харитонова Анастасия Евгеньевна,Очный,11:40,13:10,ДИСКР МАТ 2,ауд. 2337,"Кронверкский пр., д.49, лит.А",Основы дискретной математики (базовый уровень),Поляков Владимир Иванович,Очный,13:30,15:00,ДИСКР МАТ 2,ауд. 2337,"Кронверкский пр., д.49, лит.А",Основы дискретной математики (базовый уровень),Поляков Владимир Иванович,Очный
